category,description
Electronics,"Orgic India Full Body Matte RED Skin for Apple iPhone 6S/6/7/8(Image is for Refernce) Orgic India Mobile Skin are made of high quality Premium Vinyl adhesive skin (similar to a sticker), This is not a hard case & It is a sleek way to wrap or skin your device in a variety of colors & textures for a one of a kind personalized look. Protect your device from dirt, dust, fading, scratches, peeling and smudges with premium, architectural grade vinyl that adds additional grip to your Smartphone. Edge-to-edge coverage and perfect alignment of cutouts provides access to all buttons or ports. This is a Made in India product. Note:- The actual colour may be a little different from the picture because of lighting, colour set and screen display. Picture shown here for reference ."
Electronics,"Sony NWZ-B183F Walkman 4GB Digital Music Player (Black) Colour:Black   Superior Sound Quality: Enjoy your favourite music on the move with the Sony Walkman MP3 player. Superior technology is meant to make your life easier. With just a push of a button, enjoy the deep bass and vibrant acoustics of your music from this MP3 player. It is equipped with Bass Boost sound effect and a 5 band equaliser for customized musical pleasures. Engineered with USB 2.0 technology, you can easily connect it to your laptop or PC and transfer your music files to it. It has a RAM of 4 MB and internal storage capacity of 4 GB. The internal memory is vast enough to store hundreds of your songs and music tracks."
Electronics,Wipro Garnet Plus 22-Watt LED Batten (Warm White and Golden Yellow) Size:Pack of 1   Note :Color of the item is Warm White/Golden Yellow
Electronics,"Cellularplatform Metal Wireless WS-858 Bluetooth Microphone Recording Condenser Handheld Stand with Speaker for Cellphone (Multi-Colour) Size name:Mic Only   Stereo effect and awesome live-sound: this is not a regular low karoke microphone. You get a professional tuning system, three-layer high-density noise reduction, intelligent mixing chip, compatible design, professional audio processor, the highest chipset with stereo speakers and stunning sound, more clear music rhythm with echo reverberation. Package content: wireless microphone karaoke, micro USB to aux cable, micro USB cable, user manual. Portable and high compatibility: fit for apple iPhone and android smartphones, ipad tablet, apple watch, bluetooth connection. You can also simply plug the aux cable (provided with the package) and enjoy music from your phone. Easy to operate. turn in on and it will show on the bluetooth of your device and once you select that you're connected built-in 1800mah lithium battery. You can continuously use it for 5-8 hours in the charge for 2-3 hours after full."
Electronics,"Abro ABS39 Colour Spray Paint (400ml, Glossy Black) Colour:GlossyBlack   This high quality spray paint gives glossy finish and dries very quickly. The product can be used on all kinds of metal surfaces such as vehicles, machines, and apparatus."
Electronics,"Boat Indestructible 3.5mm Male to Male Gold Plated Connectors, Metallic Aux Audio Cable, 1.5 Meter (5 Feet) (Silver Metallic) Colour:Silver Metallic   3.5MM male to 3.5MM male cable â€¢ Compatible with smartphones and tablets â€¢ Spaceship grade aluminum casing ensures long-lasting durability â€¢ Metal braided heavy-duty aux cable, is stress and stretch resistant, protects against day-to-day wear and tear â€¢ Tangle-free cord design eliminates bunching, tangles, knots and 1.5 meters length â€¢ Dual-shielding, polished metal molding, corrosion-resistant plugs deliver crisp sounds and minimal signal loss"
Electronics,"Sony Xplod XM-GS4 4-Channel Car Stereo Amplifier (Black) The XM-GS4 4-channel amplifier is engineered to enhance every track-including high-resolution audio files-thanks to an ultra-wide frequency range that extends up to 100kHz. A range of premium circuit components work together for ultimate efficiency and pitch-perfect sound reproduction, so you can give every road trip the soundtrack it deserves."
Electronics,"Easycap Video and Audio Capturing Device Directly From TV Product type: cables popular usb2.0 Interface. High plug & play capture high-quality video & audio (both dynamic and static images) easily and simple to install, without the external power complies with universal serial bus specification rev. 2.0. Support for all formats: ntsc, pal, video / record in dvd+/-r/rw, dvd+/-vr, and dvd-video"
Electronics,"Norby Micro Sd with Sim Card and USB Port Dust Plug Cover Flap for Sony Xperia Z2 (Black Color) Colour:BLACK   Replace your damaged or lost Micro Sd+Sim Card+Usb Port Dust Plug Cover Flap with this new high quality cover flaps.Item is made up of the same material that comes with the phone also having a waterproof rubber coating from inside which protects your phone from dust and water.This is easy to replace,you just need to remove your old flaps and apply these flaps to the same place,not required any professional help.This item comes in a complete kit which includes all the three parts that is Micro Sd+Sim Card+Usb Port Dust Plug."
Electronics,"D-Link DWP-157 3G Wirless Data Modem USB Card (White) Product Description Portable and smart internet connectivity  With this D-Link DWP-157 3G Wireless Data Modem USB Card you can enjoy all the benefits of a consistent internet connection. It offers you the upload speeds of 5.76Mbps and the download speeds of up to 14.4Mbps. With this D Link data card, staying online and participating in conferences and meetings has become easy. Easy to carry USB powered data card The D Link data card has an inbuilt internal antenna. It is also pretty much compact, portable and it is also easy to carry around. Since it is completely USB powered, it doesn't require any battery or cable for external power supply. Installing the data card is also easy due to its plug and play functionality. Its inbuilt drivers and software allows you to get quick access to any data and SMS functions. The Wireless Data Modem USB Card includes a microSD card reader slot, which can be used or connecting the removable storage devices.  From the Manufacturer  The DWP-157 Wireless Data Modem USB Card allows you to enjoy a reliable broadband connection on your notebook, whether you are at home, in office or traveling. The device allows you to connect to worldwide mobile broadband network with maximum download speeds of up to 21.6 Mbps and upload speeds of up to 5.76 Mbps.  FeaturesGlobal Mobile BroadbandThe HSPA+ mobile protocol lets you use your broandband connection on th ego, wherever you are Plug and PlayBuilt-in drivers and software provide immediate access to data and SMS functions Convenient DesignCompact USB-powered adapter uses an internal antenna and requires no batteries or cabling"
Electronics,"Apple MK0C2ZM/A Pencil for Apple iPad Pro (White) When using iPad Pro, there may be moments when you want even greater precision. So we painstakingly designed Apple Pencil to expand on the versatility of Multi-Touch. And while the technology inside is unlike anything we've ever engineered, picking up Apple Pencil for the first time feels instantly familiar. It lets you make any number of effects, right down to a single pixel, giving you more creative freedom than ever before. Add Apple Pencil. Erase barriers. You may never have seen Apple Pencil before, but you already know how to use it. From the first moment, it does what you expect. And then far more. Whether you're sketching in the park, painting a watercolour portrait, or drafting a blueprint, Apple Pencil gives you a variety of tools in a single instrument. You hold it, but it doesn't hold you back. Highly responsive. Virtually no lag. The lightning-fast responsiveness of Apple Pencil separates it from other creative tools. That's because its latency - the tiny delay between when you begin drawing and the time it appears on the screen -has been reduced to an almost imperceptible level. IPad Pro knows whether you're using your finger or Apple Pencil. When iPad Pro senses Apple Pencil, the subsystem scans its signal at an astounding 240 times per second, giving it twice the data points it normally collects with your finger. This data, combined with Apple-designed software, means that there's only milliseconds between the image you have in your min."
Electronics,Verbatim Mitsubishi 25GB 2x Speed BD-RE Blu-ray Re-Writable Disk 5 Pack - Ink-jet printable - Each disk in a jewel case 
Electronics,AmazonBasics 6-Feet VGA to VGA Cable An Amazon Brand.
Electronics,"Mi Earphones with Mic (Black) Colour:Black   Xiaomi has customized Mi Earphones Basic just for India, giving customers what they were looking for- Ultra deep bass and tangle free wires. Mi Earphones come with Volume control button and Mic. It also has a 90 degree angled L connector. Note:Incase of any technical issue with the product, kindly contact brabd at 1800 103 6286 between Service hours: 09:00-21:00."
Electronics,"Drumstone Wireless Bluetooth Receiver Adapter 3.5mm AUX Audio Stereo Music Home Hands free Car Kit Suitable with Smartphones (Assorted Colour) Size name:Receiver Type 1   Are you looking for a uniquely designed device that would let you connect to the stereo receiver of your car without the help of a bluetooth? Simply opt for the Wireless 3.5mm Car Bluetooth Music Receiver With MIC Stereo Output because it would let you do exactly what you want. The most interesting part of this exclusively created gadget is that it can be easily connected without a cable and one can even listen to music from one's mobile phone, laptop and ipod.Are you looking for a uniquely designed device that would let you connect to the stereo receiver of your car without the help of a bluetooth? Simply opt for the Wireless 3.5mm Car Bluetooth Music Receiver With MIC Stereo Output because it would let you do exactly what you want. The most interesting part of this exclusively created gadget is that it can be easily connected without a cable and one can even listen to music from one's mobile phone, laptop and ipod. Features The three features that make Drumstone Wireless 3.5mm Car Bluetooth Music Receiver stand out among others are . It is small in size . It scores high in portability . It can be connected to headphones Since the product is extremely light in weight and weighs only 59 grams, therefore, you probably won't have any difficulty in carrying the object to wherever you go. With this device in your car, the traffic jams will no longer seem monotonous and long drives will turn out to be thoroughly enjoyable and pleasing. From cars, motor cycles and boats to audio visual systems and headphones, the car stereo music receiver can be connected to all of them. If you choose to buy Car Bluetooth Music Receiver online, you can even do so to save your precious time and energy as well. While using the device, be a bit careful and ensure that nothing happens to the connecting pin. Otherwise, it may become useless."
